LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK,SHORT_PLATFORM
"Orange Station",28001,-33.286992,149.103703,10155023,"13 22 32","Peisley St, Orange NSW 2800","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Payphone | Departure indicator screen","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | Hearing loop (ticket counter) | PA system for announcements | Platform edge tactiles","Train, Regional coach, Taxi",,,False
"Otford Station",250830,-34.21020004,151.0060039,10101357,"02 4223 5566","Lady Carrington Rd, Otford NSW 2508","Commuter car park | Wheelchair accessible car space | Toilets | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs",Train,6.00-10am,3.00-7pm,True
"Ourimbah Station",225810,-33.35960353,151.3699892,10101143,"02 4349 9204","Pacific Hwy, Ourimbah NSW 2258","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Free WiFi hotspot | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus",6.00-10am,3.00-7pm,True
"Pacific Palms Coach Stop (northbound)",2428160,-32.347629,152.535341,10158101,,"Pacific Palms Visitor Information Centre, Boomerang Dr, Blueys Beach NSW 2428",,,Coach,,,False
"Pacific Palms Coach Stop (southbound)",24286,-32.348171,152.536272,10150030,,"Boomerang Dr opp Blueys Beach Shops, Blueys Beach NSW 2428",,,"Coach, Bus",,,False
"Paddy's Markets Light Rail",2000202,-33.87925321,151.2027409,10101441,,"Quay St, Haymarket NSW 2000","Emergency help point | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | PA system for announcements | Platform edge tactiles","Light rail",6.30-10am,3.00-7pm,False
"Padstow Station",221110,-33.95189202,151.0325572,10101416,"02 9563 7653","Howard Rd, Padstow NSW 2211","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Palm Beach Coach Stop",42211,-28.120533,153.472207,10150293,,"Gold Coast Hwy at Palm Beach Ave, Palm Beach QLD 4221",,,Coach,,,False
"Palmers Island Coach Stop",24639,-29.420222,153.288966,10159432,,"Yamba Rd at Palmers Island Middle Rd, Palmers Island NSW 2463",,,Coach,,,False
"Pambula Coach Stop",254918,-36.930474,149.875171,10161977,,"Pambula Bus Interchange, Bennett Lane, Pambula NSW 2549",,,"Coach, Bus",,,False
"Panania Station",221310,-33.95431112,150.9978261,10101418,"02 9563 7654","Sherlock Ave, Panania NSW 2213","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Parkes Station",28701,-33.142132,148.173185,10155056,"13 22 32","Welcome St, Parkes NSW 2870","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | Hearing loop (ticket counter) | PA system for announcements | Platform edge tactiles","Train, Regional coach",,,False
"Parramatta Station",215020,-33.81757926,151.0055351,10101229,"02 9848 9387","Argyle St, Parramatta NSW 2150","Kiss and ride stopping area | Taxi rank | Bike lockers | Bike shed | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift | Escalator","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"Parramatta Wharf",2150112,-33.81391554,151.010585,10102032,,"Cnr Phillip St & Charles St, Parramatta NSW 2150","Wheelchair accessible car space | Bike lockers | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Wharf edge tactiles","Ferry, Taxi",,,False
"Paterson Station",242110,-32.60240094,151.6146372,10101181,"02 4932 8409","Railway St, Paterson NSW 2421","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Stairs",Train,6.00-10am,3.00-7pm,True
"Peak Hill Coach Stop",28693,-32.725638,148.191042,10150181,,"Dugga St before Caswell St, Peak Hill NSW 2869",,,Coach,,,False
"Pendle Hill Station",214530,-33.8013479,150.9563427,10101232,"02 9851 7203","Wentworth Ave, Pendle Hill NSW 2145","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Pennant Hills Station",212020,-33.73793863,151.0725297,10101196,"02 9847 8422","Railway St, Pennant Hills NSW 2120","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Penrith Station",275010,-33.75005529,150.6961348,10101252,"02 4780 3325","Jane St, Penrith NSW 2750","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Bike shed | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"Penrose Station",257920,-34.67255107,150.2117555,10101311,"02 4868 1115","Highland Way, Penrose NSW 2579","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","This location is Assisted Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Level crossing",Train,6.00-10am,3.00-7pm,True
"Penshurst Station",222210,-33.96612954,151.0893865,10101340,"02 9563 7545","Bridge St, Penshurst NSW 2222","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"Petersham Station",204910,-33.8938594,151.1551562,10101212,"02 9752 8426","Trafalgar St, Petersham NSW 2049","Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Wheelchair accessible car space","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Hearing loop | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Picton Station",257110,-34.17914657,150.6126016,10101301,"02 4677 1402","Station St, Picton NSW 2571","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus",6.00-10am,3.00-7pm,True
"Pirrama Park Wharf",200956,-33.864614,151.191035,10102056,,"Pirrama Park, Pyrmont NSW 2009",,"This location is Not Accessible |",Ferry,,,False
"Point Clare Station",225030,-33.44577008,151.328556,10101138,"02 4325 7897","Brisbane Water Dr, Point Clare NSW 2250","Commuter car park | Bike racks | Bike lockers | Toilets | Emergency help point | Payphone | Free WiFi hotspot | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.00-10am,3.00-7pm,True
"Port Kembla North Station",250530,-34.47276667,150.8880483,10101376,"02 4223 5685","Flinders St, Port Kembla NSW 2505","Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Stairs",Train,6.00-10am,3.00-7pm,True
"Port Kembla Station",250540,-34.47724493,150.9019223,10101377,"02 4223 5685","Old Port Kembla Rd, Port Kembla NSW 2505","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Toilets | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles","Train, Bus",6.00-10am,3.00-7pm,True
"Port Macquarie Base Hospital Coach Stop",2444177,-31.452766,152.878373,10159057,,"Port Macquarie Base Hospital, Main Entrance, Port Macquarie NSW 2444",,,"Regional coach, Bus",,,False
"Port Macquarie Coach Stop",2444192,-31.43435,152.907169,10150101,,"Port Macquarie Coach Terminal, Gordon St, Port Macquarie NSW 2444",,,Coach,,,False
"Portland Coach Stop",284719,-33.352862,149.979461,10144653,,"Portland Post Office, Williwa St, Portland NSW 2847",,,Coach,,,False
"Portland East Coach Stop",284731,-33.356065,149.994868,10133327,,"Railway Ave before Russell St, Portland NSW 2847",,,Coach,,,False
"Pottsville Coach Stop",24891,-28.384369,153.566986,10150169,,"Tweed Coast Rd opp Boronia Ave, Pottsville NSW 2489",,,Coach,,,False
"Prairiewood - Stockland Mall Bus Interchange",2176261,-33.85861799,150.8968524,10121819,,"-, Bossley Park NSW 2176","Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers",Lift,Bus,6.30-10am,3.00-7pm,False
"Punchbowl Station",219610,-33.92537752,151.055867,10101400,"02 9563 7684","Punchbowl Rd, Punchbowl NSW 2196","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Pymble Station",207310,-33.74472888,151.142138,10101122,"02 9847 8581","Grandview St, Pymble NSW 2073","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Not Accessible | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Pyrmont Bay Light Rail",200946,-33.86920237,151.19755,10101438,,"Murray St, Pyrmont NSW 2009","Emergency help point | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | PA system for announcements | Platform edge tactiles | Level crossing | Stairs | Lift","Light rail",6.30-10am,3.00-7pm,False
